;date;state_abbreviations;score_biden_mean;score_trump_mean;user_biden;user_trump;tweet_biden;tweet_trump;score_dif;posneg
48;2020-07-06;WI;0.09237391304347826;-0.17410000000000006;21.0;16.0;23.0;19.0;0.26647391304347834;1
49;2020-07-06;WV;0.12924444444444447;-0.16032222222222223;7.0;6.0;9.0;9.0;0.2895666666666667;1
50;2020-07-06;WY;0.02150000000000002;-0.2263;2.0;1.0;2.0;1.0;0.24780000000000002;1
51;2020-07-06;no;0.04501989247311831;-0.03170601792573621;384.0;444.0;558.0;781.0;0.07672591039885451;1
52;2020-07-08;AK;-0.22136666666666663;-0.13616666666666663;3.0;2.0;3.0;3.0;-0.0852;-1
53;2020-07-08;AL;-0.1386;-0.04258000000000002;23.0;17.0;25.0;20.0;-0.09601999999999998;-1
54;2020-07-08;AR;-0.27841111111111105;-0.01608333333333332;9.0;9.0;9.0;12.0;-0.2623277777777777;-1
55;2020-07-08;AZ;-0.1372980392156863;-0.16617361111111106;38.0;67.0;51.0;72.0;0.02887557189542475;1
56;2020-07-08;CA;-0.01708834080717491;-0.11725266666666667;189.0;271.0;223.0;300.0;0.10016432585949175;1
57;2020-07-08;CO;0.07846153846153839;-0.06162978723404256;32.0;37.0;39.0;47.0;0.14009132569558094;1
58;2020-07-08;CT;-0.16744;-0.18755517241379308;10.0;28.0;10.0;29.0;0.02011517241379307;1
59;2020-07-08;DC;-0.06315641025641028;-0.08242019230769225;34.0;72.0;39.0;104.0;0.019263782051281972;1
60;2020-07-08;DE;-0.10275000000000001;0.17324;2.0;3.0;2.0;5.0;-0.27599;-1
61;2020-07-08;FL;-0.18992717391304334;-0.10085860655737708;144.0;192.0;184.0;244.0;-0.08906856735566626;-1
62;2020-07-08;GA;-0.011457894736842101;-0.0513625;47.0;65.0;57.0;80.0;0.039904605263157894;1
63;2020-07-08;HI;0.2379;-0.023439999999999996;4.0;8.0;4.0;10.0;0.26134;1
64;2020-07-08;IA;-0.08320833333333334;-0.009363636363636357;9.0;10.0;12.0;11.0;-0.07384469696969699;-1
65;2020-07-08;ID;-0.0228625;0.08211250000000003;8.0;7.0;8.0;8.0;-0.10497500000000004;-1
66;2020-07-08;IL;-0.0950814285714286;-0.12077890624999998;53.0;95.0;70.0;128.0;0.02569747767857139;1
67;2020-07-08;IN;-0.2287931034482759;0.007087500000000015;18.0;24.0;29.0;24.0;-0.2358806034482759;-1
68;2020-07-08;KS;-0.343325;0.1071307692307692;8.0;13.0;8.0;13.0;-0.4504557692307692;-1
69;2020-07-08;KY;-0.03740769230769235;0.1476125;20.0;14.0;26.0;16.0;-0.18502019230769234;-1
70;2020-07-08;LA;-0.08911379310344827;-0.12626129032258063;24.0;21.0;29.0;31.0;0.03714749721913235;1
71;2020-07-08;MA;-0.16415172413793105;-0.03441272727272725;27.0;52.0;29.0;55.0;-0.1297389968652038;-1
72;2020-07-08;MD;-0.07873600000000001;-0.09673333333333328;20.0;36.0;25.0;39.0;0.017997333333333268;1
73;2020-07-08;ME;-0.12438181818181816;-0.09563999999999999;10.0;14.0;11.0;15.0;-0.028741818181818174;-1
74;2020-07-08;MI;0.0050333333333333055;0.07501250000000001;23.0;47.0;27.0;56.0;-0.0699791666666667;-1
75;2020-07-08;MN;-0.01891249999999995;-0.18506999999999996;15.0;27.0;16.0;30.0;0.1661575;1
76;2020-07-08;MO;-0.025068421052631587;-0.12164482758620687;18.0;26.0;19.0;29.0;0.09657640653357528;1
77;2020-07-08;MS;-0.50425;0.23840000000000003;2.0;4.0;2.0;4.0;-0.74265;-1
78;2020-07-08;MT;-0.2537375;-0.014483333333333329;8.0;5.0;8.0;6.0;-0.23925416666666668;-1
79;2020-07-08;NC;0.07505538461538458;-0.04143835616438353;53.0;65.0;65.0;73.0;0.11649374077976811;1
80;2020-07-08;ND;-0.045999999999999985;0.2247;2.0;1.0;2.0;1.0;-0.2707;-1
81;2020-07-08;NE;-0.043263636363636365;-0.21097999999999995;9.0;10.0;11.0;10.0;0.16771636363636358;1
82;2020-07-08;NH;0.144375;-0.40364374999999997;10.0;16.0;12.0;16.0;0.54801875;1
83;2020-07-08;NJ;-0.1791978723404256;-0.05116052631578942;45.0;67.0;47.0;76.0;-0.12803734602463618;-1
84;2020-07-08;NM;-0.4504111111111111;-0.2644705882352941;8.0;13.0;9.0;17.0;-0.18594052287581697;-1
85;2020-07-08;NV;-0.1793;-0.08447619047619045;18.0;20.0;20.0;21.0;-0.09482380952380953;-1
86;2020-07-08;NY;-0.08434473684210525;-0.025401038062283783;106.0;200.0;114.0;289.0;-0.05894369877982147;-1
87;2020-07-08;OH;-0.18842000000000006;-0.043236363636363594;54.0;66.0;60.0;77.0;-0.14518363636363646;-1
88;2020-07-08;OK;-0.033042105263157893;-0.26237647058823527;19.0;16.0;19.0;17.0;0.22933436532507737;1
89;2020-07-08;OR;-0.08627741935483874;-0.163775;23.0;27.0;31.0;28.0;0.07749758064516127;1
90;2020-07-08;PA;0.06073968253968254;-0.04526814159292034;57.0;93.0;63.0;113.0;0.10600782413260287;1
91;2020-07-08;RI;-0.2894;0.3350666666666666;6.0;3.0;8.0;3.0;-0.6244666666666666;-1
92;2020-07-08;SC;-0.24219333333333334;-0.12660400000000002;28.0;22.0;30.0;25.0;-0.11558933333333332;-1
93;2020-07-08;SD;-0.16959999999999997;-0.35935999999999996;3.0;8.0;5.0;10.0;0.18975999999999998;1
94;2020-07-08;TN;-0.019807500000000016;-0.047936111111111096;36.0;31.0;40.0;36.0;0.02812861111111108;1
95;2020-07-08;TX;-0.04074382716049387;0.016629017857142873;145.0;189.0;162.0;224.0;-0.057372845017636745;-1
96;2020-07-08;UT;-0.3275125;-0.256875;8.0;8.0;8.0;8.0;-0.07063749999999996;-1
97;2020-07-08;VA;0.03750178571428568;-0.1435265625;38.0;46.0;56.0;64.0;0.1810283482142857;1
98;2020-07-08;VT;-0.10160000000000002;-0.18802857142857138;2.0;7.0;2.0;7.0;0.08642857142857135;1
99;2020-07-08;WA;-0.05808214285714287;-0.17876935483870965;25.0;53.0;28.0;62.0;0.12068721198156679;1
100;2020-07-08;WI;-0.28727142857142857;-0.06506060606060604;6.0;31.0;7.0;33.0;-0.22221082251082253;-1
101;2020-07-08;WV;-0.15044285714285713;-0.2709;7.0;11.0;7.0;11.0;0.12045714285714285;1
102;2020-07-08;WY;-0.4939;-0.3692333333333333;1.0;3.0;1.0;3.0;-0.1246666666666667;-1
103;2020-07-08;no;-0.09238780487804872;-0.0815821428571427;486.0;456.0;656.0;644.0;-0.01080566202090602;-1
104;2020-07-11;AK;-0.529;0.2187;1.0;2.0;1.0;2.0;-0.7477;-1
105;2020-07-11;AL;0.16341;0.33851;20.0;17.0;20.0;20.0;-0.17509999999999998;-1
106;2020-07-11;AR;0.175325;-0.204475;8.0;10.0;8.0;12.0;0.3798;1
107;2020-07-11;AZ;0.0008150943396226544;0.09025490196078431;46.0;48.0;53.0;51.0;-0.08943980762116166;-1
108;2020-07-11;CA;0.12831065573770503;-0.022457928802588997;195.0;250.0;244.0;309.0;0.15076858454029402;1
109;2020-07-11;CO;0.11828333333333334;-0.03060714285714285;28.0;43.0;30.0;56.0;0.14889047619047618;1
110;2020-07-11;CT;0.39705625000000005;0.25780833333333336;12.0;12.0;16.0;12.0;0.1392479166666667;1
111;2020-07-11;DC;0.14392558139534892;0.05305285714285713;30.0;46.0;43.0;70.0;0.0908727242524918;1
112;2020-07-11;DE;0.19417777777777775;0.21394000000000007;9.0;5.0;9.0;5.0;-0.01976222222222232;-1
113;2020-07-11;FL;0.13626029411764712;0.03144377880184334;174.0;177.0;204.0;217.0;0.10481651531580377;1
114;2020-07-11;GA;0.11926382978723407;0.10348043478260874;43.0;42.0;47.0;46.0;0.015783395004625334;1
115;2020-07-11;HI;0.6220749999999999;0.02428888888888889;4.0;7.0;4.0;9.0;0.597786111111111;1
116;2020-07-11;IA;0.47282;0.07654444444444444;3.0;15.0;5.0;18.0;0.3962755555555556;1
117;2020-07-11;ID;-0.04781428571428573;-0.007162499999999995;6.0;8.0;7.0;8.0;-0.04065178571428574;-1
118;2020-07-11;IL;0.12628088235294121;-0.04221523809523806;49.0;71.0;68.0;105.0;0.16849612044817927;1
119;2020-07-11;IN;0.012377777777777791;0.06831499999999999;23.0;20.0;27.0;20.0;-0.055937222222222194;-1
120;2020-07-11;KS;0.3345;-0.03668888888888891;10.0;9.0;11.0;9.0;0.3711888888888889;1
121;2020-07-11;KY;0.04403076923076922;0.26947857142857146;12.0;14.0;13.0;14.0;-0.22544780219780225;-1
122;2020-07-11;LA;-0.021670588235294122;-0.025580000000000002;17.0;14.0;17.0;15.0;0.00390941176470588;1
123;2020-07-11;MA;0.09251785714285712;0.0003032258064516135;27.0;55.0;28.0;62.0;0.0922146313364055;1
124;2020-07-11;MD;0.4396923076923077;-0.09443214285714283;12.0;22.0;13.0;28.0;0.5341244505494506;1
125;2020-07-11;ME;0.23021578947368423;-0.15182500000000002;18.0;9.0;19.0;12.0;0.38204078947368425;1
126;2020-07-11;MI;0.06644821428571428;0.11240196078431368;51.0;42.0;56.0;51.0;-0.0459537464985994;-1
127;2020-07-11;MN;0.14741904761904762;0.19308823529411764;18.0;29.0;21.0;34.0;-0.04566918767507003;-1
128;2020-07-11;MO;0.029924137931034493;0.029608333333333323;24.0;22.0;29.0;24.0;0.0003158045977011692;1
129;2020-07-11;MS;0.31461;0.0455;8.0;4.0;10.0;4.0;0.26911;1
130;2020-07-11;MT;-0.12442499999999998;0.27859;4.0;6.0;4.0;10.0;-0.403015;-1
131;2020-07-11;NC;0.1623573333333334;0.013279411764705921;56.0;61.0;75.0;68.0;0.14907792156862748;1
132;2020-07-11;ND;;0.8745;;1.0;;1.0;;-1
133;2020-07-11;NE;0.04114285714285716;0.47505;7.0;2.0;7.0;2.0;-0.4339071428571428;-1
134;2020-07-11;NH;0.057845454545454554;-0.0988;11.0;13.0;11.0;14.0;0.15664545454545456;1
135;2020-07-11;NJ;0.10900526315789476;-0.07346885245901641;50.0;46.0;57.0;61.0;0.18247411561691118;1
136;2020-07-11;NM;0.14405000000000004;-0.25125;10.0;13.0;16.0;14.0;0.3953;1
137;2020-07-11;NV;-0.034526666666666664;0.11343043478260874;30.0;23.0;30.0;23.0;-0.1479571014492754;-1
138;2020-07-11;NY;0.07925130890052358;-0.08090252100840338;138.0;175.0;191.0;238.0;0.16015382990892696;1
139;2020-07-11;OH;0.07125416666666666;0.0015098360655737826;43.0;50.0;48.0;61.0;0.06974433060109288;1
140;2020-07-11;OK;0.3438941176470588;0.14050714285714286;17.0;11.0;17.0;14.0;0.20338697478991594;1
141;2020-07-11;OR;-0.013390625000000003;0.020192105263157872;30.0;29.0;32.0;38.0;-0.033582730263157876;-1
142;2020-07-11;PA;0.09924431818181821;-0.03128526315789472;74.0;80.0;88.0;95.0;0.13052958133971293;1
143;2020-07-11;RI;;0.34149999999999997;;10.0;;11.0;;-1
144;2020-07-11;SC;0.28675;0.01729750000000003;17.0;32.0;20.0;40.0;0.2694525;1
145;2020-07-11;SD;0.47335;;2.0;;4.0;;;-1
146;2020-07-11;TN;0.17643513513513515;0.15674838709677422;34.0;26.0;37.0;31.0;0.01968674803836093;1
147;2020-07-11;TX;0.1277573333333332;0.007257608695652164;138.0;156.0;150.0;184.0;0.12049972463768104;1
148;2020-07-11;UT;0.06684000000000004;-0.19976999999999995;4.0;10.0;5.0;10.0;0.26661;1
149;2020-07-11;VA;0.07308857142857145;0.10695750000000001;32.0;33.0;70.0;40.0;-0.033868928571428564;-1
150;2020-07-11;VT;0.28240000000000004;-0.08161666666666668;3.0;3.0;3.0;6.0;0.3640166666666667;1
151;2020-07-11;WA;0.1081372093023256;0.0005377049180327913;38.0;54.0;43.0;61.0;0.1075995043842928;1
152;2020-07-11;WI;0.17220000000000002;0.06465357142857142;15.0;21.0;18.0;28.0;0.1075464285714286;1
153;2020-07-11;WV;0.14538;-0.24834285714285714;9.0;6.0;10.0;7.0;0.39372285714285715;1
154;2020-07-11;WY;0.30144999999999994;-0.27065;3.0;4.0;4.0;6.0;0.5720999999999999;1
155;2020-07-11;no;0.045744788732394306;0.003919658119658089;517.0;467.0;710.0;702.0;0.04182513061273622;1
156;2020-07-13;AK;0.51798;0.04285714285714285;4.0;4.0;5.0;7.0;0.4751228571428571;1
157;2020-07-13;AL;0.30574736842105266;-0.18708181818181818;18.0;11.0;19.0;11.0;0.49282918660287084;1
158;2020-07-13;AR;0.21083333333333334;0.19527;6.0;9.0;6.0;10.0;0.015563333333333346;1
159;2020-07-13;AZ;0.11260727272727274;0.1668975609756098;49.0;38.0;55.0;41.0;-0.05429028824833705;-1
160;2020-07-13;CA;0.13503373015873008;-0.0452837748344371;209.0;198.0;252.0;302.0;0.18031750499316718;1
161;2020-07-13;CO;0.17723823529411772;-0.2828320754716981;31.0;38.0;34.0;53.0;0.46007031076581584;1
162;2020-07-13;CT;-0.07349999999999998;-0.3800500000000001;10.0;14.0;11.0;14.0;0.3065500000000001;1
163;2020-07-13;DC;0.12872352941176474;-0.03342705882352939;24.0;50.0;34.0;85.0;0.16215058823529413;1
164;2020-07-13;DE;0.3718;0.19059999999999994;3.0;5.0;4.0;5.0;0.18120000000000008;1
165;2020-07-13;FL;0.20431562500000008;-0.04724913294797684;109.0;141.0;128.0;173.0;0.25156475794797695;1
166;2020-07-13;GA;0.216332;0.025188333333333344;40.0;47.0;50.0;60.0;0.19114366666666666;1
167;2020-07-13;HI;-0.030774999999999997;0.011907142857142857;4.0;9.0;4.0;14.0;-0.042682142857142856;-1
168;2020-07-13;IA;0.21611818181818185;-0.12095555555555554;10.0;7.0;11.0;9.0;0.33707373737373736;1
169;2020-07-13;ID;0.12695;-0.06523529411764704;6.0;9.0;6.0;17.0;0.19218529411764707;1
170;2020-07-13;IL;0.21739000000000006;-0.15204742268041233;51.0;50.0;70.0;97.0;0.36943742268041235;1
171;2020-07-13;IN;0.17149130434782608;-0.114088;21.0;20.0;23.0;25.0;0.2855793043478261;1
172;2020-07-13;KS;0.0733375;-0.00449999999999999;8.0;7.0;8.0;8.0;0.07783749999999999;1
173;2020-07-13;KY;0.3927357142857143;0.04250909090909092;13.0;21.0;14.0;22.0;0.35022662337662336;1
174;2020-07-13;LA;0.20225806451612907;-0.06877037037037036;26.0;20.0;31.0;27.0;0.2710284348864994;1
175;2020-07-13;MA;0.027536111111111133;0.01867058823529415;31.0;47.0;36.0;51.0;0.008865522875816982;1
176;2020-07-13;MD;0.029495833333333343;0.13831470588235295;20.0;25.0;24.0;34.0;-0.1088188725490196;-1
177;2020-07-13;ME;0.3698692307692308;-0.14435;10.0;10.0;13.0;16.0;0.5142192307692308;1
178;2020-07-13;MI;0.2639742857142858;-0.06278913043478263;32.0;39.0;35.0;46.0;0.3267634161490684;1
179;2020-07-13;MN;0.12502352941176476;0.22378571428571423;16.0;14.0;17.0;14.0;-0.09876218487394947;-1
180;2020-07-13;MO;0.09581363636363636;-0.23034583333333333;21.0;21.0;22.0;24.0;0.3261594696969697;1
181;2020-07-13;MS;0.16195;0.013416666666666669;6.0;5.0;6.0;6.0;0.14853333333333335;1
182;2020-07-13;MT;0.25577777777777777;0.10871250000000002;8.0;8.0;9.0;8.0;0.14706527777777775;1
183;2020-07-13;NC;0.09934098360655741;0.028759090909090908;46.0;50.0;61.0;66.0;0.07058189269746651;1
184;2020-07-13;NE;0.4436;-0.18775714285714287;3.0;7.0;4.0;7.0;0.6313571428571428;1
185;2020-07-13;NH;0.5376090909090908;-0.10823076923076923;11.0;11.0;11.0;13.0;0.6458398601398601;1
186;2020-07-13;NJ;0.12949464285714288;-0.21058545454545438;44.0;48.0;56.0;110.0;0.34008009740259726;1
187;2020-07-13;NM;0.11576;-0.07664;8.0;6.0;10.0;10.0;0.19240000000000002;1
188;2020-07-13;NV;0.35208400000000006;0.18846666666666664;23.0;17.0;25.0;21.0;0.16361733333333342;1
189;2020-07-13;NY;0.08178219178082191;-0.062139419087136875;123.0;187.0;146.0;241.0;0.1439216108679588;1
190;2020-07-13;OH;0.19488421052631583;-0.03378153846153846;32.0;50.0;38.0;65.0;0.2286657489878543;1
191;2020-07-13;OK;0.054366666666666716;0.16022499999999998;18.0;14.0;18.0;16.0;-0.10585833333333326;-1
192;2020-07-13;OR;-0.08676153846153846;-0.06385;23.0;21.0;26.0;28.0;-0.022911538461538455;-1
193;2020-07-13;PA;0.19332539682539687;0.018813924050632917;55.0;74.0;63.0;79.0;0.17451147277476395;1
194;2020-07-13;RI;-0.012649999999999958;-0.15916999999999998;6.0;9.0;6.0;10.0;0.14652;1
195;2020-07-13;SC;0.20396785714285717;0.13525652173913044;26.0;20.0;28.0;23.0;0.06871133540372673;1
196;2020-07-13;SD;0.456125;0.41828000000000004;4.0;4.0;4.0;5.0;0.03784499999999996;1
197;2020-07-13;TN;0.1890944444444444;-0.07374571428571428;29.0;32.0;36.0;35.0;0.26284015873015865;1
198;2020-07-13;TX;0.22068244680851043;0.023174603174603164;159.0;109.0;188.0;126.0;0.19750784363390728;1
199;2020-07-13;UT;0.24924000000000004;-0.046089999999999985;5.0;10.0;5.0;10.0;0.29533000000000004;1
200;2020-07-13;VA;-0.003788888888888894;0.06310322580645161;31.0;46.0;36.0;62.0;-0.06689211469534051;-1
201;2020-07-13;VT;0.07162857142857142;-0.05675714285714289;6.0;6.0;7.0;7.0;0.1283857142857143;1
202;2020-07-13;WA;0.023567567567567574;0.014815217391304328;31.0;42.0;37.0;46.0;0.008752350176263246;1
203;2020-07-13;WI;0.1513117647058824;0.133784;17.0;21.0;17.0;25.0;0.01752776470588241;1
204;2020-07-13;WV;0.4213714285714286;-0.07271818181818178;6.0;9.0;7.0;11.0;0.4940896103896104;1
205;2020-07-13;WY;0.06266666666666665;0.7322;3.0;2.0;3.0;2.0;-0.6695333333333333;-1
206;2020-07-13;no;0.1707062605752956;-0.047580693815988014;447.0;443.0;591.0;663.0;0.2182869543912836;1
207;2020-07-15;AK;-0.15866666666666665;0.21425;3.0;2.0;3.0;2.0;-0.3729166666666667;-1
208;2020-07-15;AL;0.10646086956521739;0.2161;19.0;12.0;23.0;12.0;-0.1096391304347826;-1
209;2020-07-15;AR;0.1827625;0.17936315789473684;7.0;10.0;8.0;19.0;0.003399342105263159;1
210;2020-07-15;AZ;0.12972599999999998;0.05389250000000003;46.0;32.0;50.0;40.0;0.07583349999999994;1
211;2020-07-15;CA;0.14911954887218037;-0.0988157142857143;216.0;178.0;266.0;210.0;0.24793526315789466;1
212;2020-07-15;CO;0.12657391304347823;-0.09088000000000002;23.0;22.0;23.0;30.0;0.21745391304347825;1
213;2020-07-15;CT;0.075625;-0.2240785714285714;14.0;14.0;16.0;14.0;0.2997035714285714;1
214;2020-07-15;DC;0.0028450000000000003;-0.11967837837837837;33.0;51.0;40.0;74.0;0.12252337837837837;1
215;2020-07-15;DE;0.12841;-0.03732857142857142;8.0;7.0;10.0;7.0;0.1657385714285714;1
216;2020-07-15;FL;0.157368306010929;0.011193434343434344;162.0;146.0;183.0;198.0;0.14617487166749465;1
217;2020-07-15;GA;-0.051495652173913074;-0.0808197674418605;43.0;67.0;46.0;86.0;0.02932411526794742;1
218;2020-07-15;HI;0.18982500000000002;-0.7399;3.0;1.0;4.0;1.0;0.929725;1
219;2020-07-15;IA;0.3159;-0.08328749999999996;7.0;8.0;8.0;8.0;0.3991875;1
220;2020-07-15;ID;-0.3772857142857142;0.051866666666666665;7.0;2.0;7.0;3.0;-0.4291523809523809;-1
221;2020-07-15;IL;0.19594823529411765;-0.11564421052631577;69.0;49.0;85.0;95.0;0.31159244582043344;1
222;2020-07-15;IN;0.01130952380952382;0.011342857142857118;17.0;24.0;21.0;28.0;-3.333333333329844e-05;-1
223;2020-07-15;KS;0.6316666666666667;-0.27643333333333336;6.0;8.0;6.0;9.0;0.9081000000000001;1
224;2020-07-15;KY;-0.0980263157894737;-0.1050304347826087;16.0;18.0;19.0;23.0;0.007004118993135008;1
225;2020-07-15;LA;-0.12029166666666669;-0.31287272727272725;21.0;16.0;24.0;22.0;0.19258106060606056;1
226;2020-07-15;MA;0.1157852941176471;-0.08895000000000002;29.0;38.0;34.0;40.0;0.20473529411764713;1
227;2020-07-15;MD;-0.03719565217391304;-0.13068620689655172;22.0;23.0;23.0;29.0;0.09349055472263867;1
228;2020-07-15;ME;-0.3398222222222222;0.2080611111111111;7.0;14.0;9.0;18.0;-0.5478833333333333;-1
229;2020-07-15;MI;0.3656392857142858;-0.11721111111111113;26.0;44.0;28.0;54.0;0.4828503968253969;1
230;2020-07-15;MN;0.17035333333333338;-0.06382058823529413;25.0;31.0;30.0;34.0;0.2341739215686275;1
231;2020-07-15;MO;0.19345555555555552;0.0673206896551724;27.0;22.0;36.0;29.0;0.12613486590038311;1
232;2020-07-15;MS;0.21255000000000002;-0.26693999999999996;2.0;4.0;2.0;5.0;0.47948999999999997;1
233;2020-07-15;MT;-0.046100000000000016;-0.082375;5.0;4.0;5.0;4.0;0.03627499999999999;1
234;2020-07-15;NC;0.07069843750000003;-0.04126750000000001;53.0;65.0;64.0;80.0;0.11196593750000004;1
235;2020-07-15;ND;;0.5423;;1.0;;1.0;;-1
236;2020-07-15;NE;0.14248333333333338;0.08837499999999998;6.0;6.0;6.0;8.0;0.0541083333333334;1
237;2020-07-15;NH;0.20091428571428568;0.013466666666666639;13.0;12.0;14.0;15.0;0.18744761904761906;1
238;2020-07-15;NJ;0.002998550724637686;-0.04756219512195122;51.0;50.0;69.0;82.0;0.05056074584658891;1
239;2020-07-15;NM;-0.28566250000000004;-0.17400000000000002;4.0;5.0;8.0;6.0;-0.11166250000000003;-1
240;2020-07-15;NV;0.46587333333333336;0.02904285714285713;15.0;14.0;15.0;14.0;0.4368304761904762;1
241;2020-07-15;NY;0.1611346590909091;-0.06327010309278348;142.0;158.0;176.0;194.0;0.2244047621836926;1
242;2020-07-15;OH;0.12240294117647058;0.03346250000000002;33.0;53.0;34.0;64.0;0.08894044117647056;1
243;2020-07-15;OK;0.08948333333333332;-0.11939999999999999;11.0;4.0;12.0;4.0;0.2088833333333333;1
244;2020-07-15;OR;-0.029322580645161297;-0.080624;21.0;21.0;31.0;25.0;0.0513014193548387;1
